V1,V10,V56,V59,Class
0.012073958,0.611867767,4,4,4
0.009900693,0.42327266,4,4,4
0.012193763,0.449654279,4,4,4
0.006141209,0.462021261,2,2,2
0.001957615,0.49955393,2,2,2
0.001464018,0.381775233,2,2,2
0.001073454,0.308677244,2,4,4
0.000661324,0.393164004,2,2,2
0.000685285,0.340148699,2,2,4
0.001502356,0.395485888,4,4,2
0.003845744,0.43312034,3,4,4
0.01263824,0.580637449,4,4,4
0.022392772,0.622809786,4,4,4
0.000110221,0.68970789,4,4,4
0.000173717,0.480694693,4,4,4
4.07E-05,0.358641108,4,4,4
0.000997977,0.39926279,2,2,2
0.000584649,0.525610391,2,2,2
3.89E-05,0.58644523,2,2,2
0,0.451375711,2,2,2
0,0.468338641,2,2,2
0.00117409,0.350017982,4,4,4
0.001691648,0.417163884,4,4,2
0.001571843,0.433735137,4,4,4
0.001073454,0.501209784,4,4,4
0.000172519,0.473022027,4,4,4
6.71E-05,0.461556748,4,4,4
3.35E-05,0.403903824,4,4,4
4.79E-05,0.375595841,4,2,4
0,0.419788811,2,2,2
0,0.470568305,2,2,2
0,0.507182878,2,2,2
0,0.541873819,2,2,2
0.005139639,0.572280309,2,2,2
0.000975214,0.499592185,4,4,4
0.008551688,0.534555003,4,4,4
0.009523308,0.55144689,4,4,4
0.012293202,0.560039019,4,4,4
0.020843691,0.575952696,4,4,4
0.008192872,0.614167107,4,4,4
0.004190782,0.561300036,4,4,4
0.003135898,0.458370733,2,2,2
0.00314129,0.587407046,2,2,2
0.00114354,0.566553134,2,4,4
0.000824259,0.589549272,2,2,4
7.67E-05,0.659302765,1,1,1
0.005127658,0.604204664,4,4,4
0.012548985,0.576482788,4,4,4
0.016202442,0.619248063,4,4,4
0.008937461,0.627443988,4,4,4
0.007937088,0.660722264,4,4,4
0.003523468,0.595119332,4,4,4
0.012949134,0.612121883,4,4,4
0.015547108,0.684427467,4,4,4
0.030799495,0.676593588,4,2,2
0.046503548,0.650537127,2,2,2
0.041481318,0.691851481,2,2,2
0.035577323,0.801760779,2,4,4
0.027349108,0.776207085,2,4,2
0.008712947,0.785756931,2,4,4
0.008367822,0.76427456,2,2,2
0.005921625,0.771848858,4,4,4
0.014204354,0.727617635,4,4,4
0.003885337,0.72131255,4,4,4
0.002352601,0.645971236,4,4,4
0.065581312,0.591957909,4,4,4
0,0.289593947,2,2,2
0,0.31871073,2,2,2
0,0.346821978,2,2,2
0.001245973,0.358123312,2,2,2
0.00226192,0.369949272,4,4,4
0.053605595,0.780740188,4,4,2
0.032711585,0.822361941,4,4,4
0.023079255,0.660973647,4,4,4
0.014098664,0.70265278,4,4,4
0.00097761,0.655458236,4,4,4
0.000778733,0.606636528,4,4,4
0.001269934,0.557900892,4,4,4
0.002329011,0.505613096,4,4,4
0.001071057,0.302775193,2,2,2
0.003052634,0.354669519,2,2,2
0.008719415,0.469322316,4,2,2
0.018478739,0.501586859,4,4,4
0.015199526,0.548256778,2,2,2
0.001341817,0.399276452,2,4,4
0.000528821,0.428176007,2,2,2
0.000511148,0.458221816,4,4,4
0.003776429,0.42815688,4,4,4
0.00379279,0.448890565,4,4,4
0.000725736,0.467975228,4,4,4
0.000541863,0.45144812,4,4,4
0.000327411,0.372523222,2,2,4
0.012795185,0.44744101,2,2,2
0.021833282,0.465518772,2,2,2
0.036138011,0.570138084,4,2,4
0.050120427,0.686277323,2,2,2
0.018892807,0.625122789,2,2,2
0.020454699,0.622864434,4,4,4
0.009051495,0.55564527,4,4,2
0.006526982,0.586889251,4,4,4
0.030557002,0.535464902,4,4,4
0.023714484,0.621622545,4,4,4
0.024406695,0.532791219,4,4,4
0.027946842,0.533089054,4,4,4
0,0.177498705,2,2,2
0,0.198942822,2,2,2
0,0.228693529,2,2,2
0,0.269199083,2,2,2
1.80E-05,0.303365399,4,4,4
0.016869307,0.597712409,4,4,4
0.023770043,0.639248089,4,4,4
0.026614104,0.571505665,2,4,4
0.017777211,0.552832233,2,2,2
0.021821301,0.57434466,4,4,4
0.013446925,0.599771296,4,4,4
0.003078991,0.55720139,4,4,4
0.001718005,0.501634677,4,2,4
0,0.31197802,2,2,2
0,0.35899769,2,2,2
0,0.3909562,2,2,2
0,0.429210232,2,2,2
0,0.463813736,2,2,2
3.59E-05,0.352341914,4,4,4
0,0.379788329,4,4,4
0,0.39849771,4,4,4
0,0.412452234,4,4,4
0,0.422058094,4,4,4
0,0.424719482,4,4,4
0,0.423713947,4,4,4
9.64E-05,0.441409169,4,4,4
0,0.457408918,2,2,2
0,0.479071629,2,2,2
0,0.514768105,2,2,2
0,0.520801312,2,2,2
0,0.545109017,2,4,2
1.29E-05,0.488939803,4,4,4
2.58E-05,0.525398628,4,4,4
0.000340246,0.54149811,4,4,4
0.000152153,0.532456496,4,4,4
0,0.555992289,4,4,4
0.000103032,0.510009577,4,4,4
9.76E-05,0.5032796,4,4,4
0,0.495426594,4,4,4
0.196607191,0.683479313,2,2,2
0.063670047,0.667237745,2,2,4
0.073042774,0.730564561,2,2,2
0.049053001,0.683566751,1,1,1
0,0.567872898,4,4,4
0,0.598746634,2,2,4
1.44E-05,0.731173893,2,2,2
0.000107825,0.708634071,4,4,4
0.000838636,0.66934035,4,4,4
0.007976624,0.637206964,4,4,4
0.047941209,0.753753336,4,4,4
0.001115385,0.292588691,2,2,2
0.000714039,0.294665339,2,2,2
0.000406738,0.315497391,2,2,2
0.000225234,0.338318653,2,2,2
0.000440883,0.36332586,3,3,3
0.104747996,0.712249077,2,2,4
0.050533792,0.696313541,2,2,2
0.026424213,0.646417988,2,2,2
0.01089268,0.565891886,4,4,4
0.010879912,0.535575566,3,4,4
0.015053985,0.504126654,4,4,4
0.017853356,0.523908086,4,4,4
0.024627137,0.494457947,2,2,4
0.010981934,0.481323152,2,2,2
0.016936248,0.724181603,2,2,2
0.003482734,0.65831909,2,2,2
0,0.500100417,2,2,2
0.015273952,0.598967961,4,4,4
0.012253666,0.596750593,4,4,4
0.014041158,0.573314534,4,4,4
0.014647372,0.520006175,4,4,4
0.003240728,0.516855682,4,4,4
0.000791912,0.555734074,4,4,4
0.000164133,0.472795236,4,4,4
0.0001845,0.443134699,2,2,4
0.000683451,0.412793787,2,2,2
0.000179184,0.492886799,2,2,2
0,0.479465099,2,2,2
0,0.503729085,2,2,2
0,0.589920883,2,4,2
0.00071284,0.45942955,4,4,2
0.001187269,0.525819422,4,4,4
0.001519129,0.529468583,4,4,4
0.001038111,0.587637936,4,4,4
0.00144485,0.536811991,4,4,4
0.000850017,0.497818837,4,4,4
0.000323773,0.466621308,4,4,4
0.00012325,0.454318538,4,4,4
0.00014137,0.501215248,2,2,2
0,0.573526297,2,2,2
0,0.535359704,2,2,2
7.47E-06,0.569679035,2,2,4
0.000105728,0.605178776,2,2,4
0,0.621102017,2,2,2
3.53E-05,0.625210226,4,4,4
0,0.615247784,4,4,4
0.001484984,0.638928395,4,4,4
0.010107956,0.623682797,4,4,4
0.015411728,0.657480234,4,4,4
0.001275325,0.698593755,4,4,4
0,0.669385435,2,2,4
0.001435265,0.622207285,2,2,2
0.000656532,0.639869718,4,2,2
0.000335454,0.690671071,2,2,2
0.000177311,0.74048875,2,2,2
0.000230625,0.648838922,2,2,4
7.19E-06,0.684102308,2,2,2
0.000670908,0.691766776,4,4,4
0.011351533,0.686916711,4,4,4
0.018541037,0.714952818,4,4,4
0.019243095,0.718073254,4,4,4
0.00239131,0.681812531,4,4,4
0.001093821,0.694989678,4,2,4
0.005655495,0.38463882,2,2,2
0.018122053,0.321639896,2,2,2
0.016928732,0.414586262,2,2,2
0.008947767,0.436095957,2,2,4
0.01311459,0.408268882,2,2,2
0,0.705860654,2,2,2
4.79E-05,0.664393284,4,4,4
0.001188467,0.672719001,4,4,4
0.00332579,0.677217948,4,4,4
0.002089401,0.707252828,4,4,4
0.006290907,0.715947423,4,4,4
0.002059221,0.768580871,4,4,4
0.003356491,0.688125812,2,2,4
0.000112018,0.198308899,2,2,2
0.000127592,0.222572884,2,2,2
7.19E-05,0.248498188,2,2,2
8.27E-05,0.263297033,3,3,3
0.017767171,0.50406654,2,2,4
0.017327007,0.441689243,2,2,2
0.012167788,0.476354227,4,4,4
0.014338275,0.492524752,4,4,4
0.015991585,0.438425355,2,4,2
0.004208512,0.393862141,4,4,4
0.015172118,0.319440289,4,4,4
0.0039344,0.426895863,4,4,4
9.58E-05,0.330542155,2,2,4
0,0.217632649,2,2,2
0,0.264433724,2,2,2
0,0.29892793,2,2,2
0,0.337815886,2,2,2
0,0.387458689,2,2,2
4.91E-05,0.294551259,4,4,2
0.000112617,0.306777521,4,4,4
0.000150954,0.317061708,4,4,4
0.000201273,0.347990092,4,4,4
0,0.321753292,4,4,4
0,0.316377234,4,4,4
0,0.304316284,4,4,4
0,0.294606591,4,2,4
0.000537925,0.325574596,2,2,2
0.00015335,0.376988014,2,2,2
0,0.40282588,2,2,2
0,0.431680349,2,2,2
0,0.460381802,2,4,2
0,0.429674745,4,4,4
0,0.464546027,2,2,2
0,0.459189096,4,4,4
0,0.447290726,4,4,4
0,0.431110637,4,4,4
0,0.423877893,4,4,4
0,0.411586053,4,4,4
0,0.391249937,2,2,4
0.002681238,0.499269758,2,2,2
0.000599026,0.580324586,2,2,2
0.000225234,0.635935017,2,2,2
0.016142539,0.691654746,2,2,2
0,0.471280103,4,4,4
0,0.497284647,4,4,4
0,0.49118996,4,4,4
0,0.488319541,4,4,4
0,0.491534246,4,4,4
0,0.500252067,4,4,4
0,0.495218929,4,4,4
0,0.486315303,4,2,4
0.000426506,0.541065019,2,2,2
7.19E-05,0.407809834,2,2,2
0,0.361970574,2,2,2
0,0.302141269,2,2,2
0,0.333225402,4,4,4
0.003723543,0.694930931,4,4,4
0.00712317,0.780660948,2,2,2
0.002691438,0.80911375,4,4,4
0.039626417,0.826442826,4,4,4
0.053222387,0.781688342,2,2,2
0.03948106,0.82649201,4,4,4
0.009366634,0.83827835,4,4,4
0.021770983,0.797539173,2,2,4
0,0.256498745,2,2,2
0,0.294468604,2,2,2
0,0.317158709,2,2,2
3.59E-05,0.344679752,2,2,2
0,0.371370136,2,4,2
0,0.365700001,4,4,4
0,0.381021424,4,4,4
0.000112617,0.387591212,4,4,4
0.000112617,0.379184888,4,4,4
9.82E-05,0.3683508,4,4,4
0.000213253,0.378986787,4,4,4
0,0.364421565,4,4,4
2.40E-05,0.341223227,2,2,4
0,0.283713756,2,2,2
0,0.329443718,2,2,2
0,0.360527851,2,2,2
0,0.388660959,2,2,2
0,0.415373202,2,2,2
0.000186896,0.400430904,4,4,4
0.000482815,0.413769265,4,4,4
0.000797902,0.45873278,4,4,4
0.000619392,0.438695865,4,4,4
0.000112617,0.434818546,4,4,4
0.000505577,0.398753192,4,4,4
0.000759564,0.384607397,4,4,4
0.000112018,0.418626161,2,2,4
0,0.322208241,2,2,2
0,0.368331673,2,2,2
0,0.407307066,2,2,2
0,0.437735416,2,2,2
0,0.460950148,2,2,2
0,0.440010165,4,4,4
0,0.448589997,2,4,4
0,0.454643698,4,4,4
0,0.458298324,4,4,4
0,0.460239716,4,4,4
0,0.454027535,4,4,4
0,0.433944168,4,4,4
0,0.405390266,4,4,4
0.03320039,0.754653671,2,2,2
0.028834692,0.683544892,2,2,4
0.024310851,0.778021419,2,2,2
0.040604345,0.74521039,2,2,2
0.062774241,0.813040253,2,2,2
0,0.504132119,4,4,4
0,0.525982002,4,4,4
2.04E-05,0.545002452,4,4,4
2.04E-05,0.558079866,4,4,4
4.07E-05,0.565923309,4,4,4
0,0.562205837,4,4,4
0,0.54393817,4,4,4
0,0.513569935,2,2,4
0.018721943,0.737800038,2,2,2
0.006824099,0.753210948,2,2,2
0.000543915,0.761451959,1,2,2
0.000115013,0.639279512,2,2,2
0.030937533,0.610716047,2,2,2
0.018594438,0.778074702,4,4,4
0.010911824,0.652870624,4,4,4
0.013297158,0.668934584,2,2,2
0.017477168,0.690615056,4,4,4
0.032206007,0.649382676,4,4,4
0.007173929,0.659487204,4,4,4
0.000246799,0.52331105,4,4,4
0.001835414,0.459003291,4,2,4
0.003150874,0.57818236,2,2,2
0.017050662,0.638864183,2,2,2
0.024403101,0.787617716,2,2,2
0.019887647,0.862945369,2,2,2
0.006286174,0.921659843,2,2,2
0.00229307,0.795118239,2,2,2
0.01329597,0.674963693,4,4,4
0.031834612,0.776215283,4,4,4
0.023299696,0.667567003,2,4,4
0.012256062,0.656657773,2,4,4
0.022655145,0.671052218,4,4,4
0.085133505,0.73812793,4,4,4
0.012162614,0.693391206,4,4,4
0.011211361,0.734105791,2,2,2
0.004253081,0.716640094,2,2,2
0.000600223,0.642470992,2,2,2
0,0.591866373,2,2,2
0.000195881,0.613048177,4,4,4
0.026547294,0.877619889,2,2,2
0.01424501,0.776965335,2,2,4
0.010933047,0.741562595,4,4,4
0.012520331,0.699069197,4,4,4
0.021852993,0.71497741,4,4,4
0.138330002,0.745263673,4,4,4
0.075432231,0.737313666,4,4,4
0.010799957,0.765001387,4,4,2
0.004864087,0.606911137,4,4,4
0,0.529654388,2,2,2
0,0.575340631,2,2,2
0,0.612414253,2,2,2
0,0.655630379,2,2,2
0.000996179,0.689818553,2,2,2
0.008121588,0.643085789,4,4,4
0.023834027,0.689410054,4,4,4
0.024905084,0.75094303,4,4,4
0.024394546,0.736862814,4,4,4
0.027481793,0.823875707,4,4,4
0.042756569,0.868374709,4,4,4
0.01173491,0.827024834,4,4,4
0.003213173,0.732392557,4,4,4
0.008243789,0.666237675,4,2,4
0,0.542267289,2,2,2
0,0.595495041,2,2,2
0,0.637749351,2,2,2
0,0.671500337,2,2,2
0,0.704508101,2,4,2
0.002559037,0.716783546,4,4,4
0.028089504,0.745741848,4,4,4
0.020171585,0.813247917,4,4,4
0.017863854,0.858278377,4,4,2
0.019150112,0.811478669,4,4,4
0.00808325,0.789739449,4,4,4
0.002215795,0.806456461,4,4,4
0.000691875,0.722219718,4,4,4
0,0.609681822,2,2,2
0,0.647760978,2,2,2
0,0.678626516,2,2,2
0,0.714629025,2,2,2
0,0.751768224,2,2,2
0.000222238,0.735284836,4,4,4
0.009583809,0.765304687,4,4,4
0.013270811,0.851993786,4,4,4
0.010321683,0.818766062,4,4,4
0.009740497,0.892168717,4,4,4
0.009118366,0.806515208,4,4,4
0.003492918,0.816928502,4,4,4
0.00137057,0.753594854,4,4,4
0.00070086,0.626316861,2,2,2
0.000783525,0.647170773,2,2,2
0.000460052,0.651061754,2,2,2
0.000333058,0.668374436,2,2,2
0.000158143,0.700529682,2,4,4
0,0.780083039,2,2,2
0.006210097,0.806998848,4,4,4
0.004310588,0.819632242,4,4,4
0.000177311,0.824636689,4,4,4
0.000122201,0.813097634,4,4,4
0.011998626,0.779130787,4,4,4
0.007990579,0.787243373,4,4,4
0.001921674,0.755970703,4,4,4
0.000422912,0.67296492,2,2,2
0.000121602,0.710519449,2,2,2
0.000101235,0.724575073,2,2,2
8.18E-05,0.756817756,2,2,2
7.67E-05,0.803771848,2,2,2
0,0.713463643,4,4,4
3.59E-05,0.734491064,4,4,4
0.001267538,0.747155881,4,4,4
0.003802614,0.809891126,4,4,4
0.004963559,0.835991305,4,4,4
0.000199571,0.792417231,4,4,4
0.000170123,0.747614929,4,4,4
0.001883336,0.673627534,4,4,4
0.001339421,0.63804582,4,2,4
0.002937621,0.794722037,2,2,2
0.002405686,0.814548555,2,2,2
0.025206993,0.822068204,2,2,4
0.016097013,0.823139317,1,1,1
0.001344213,0.836274112,2,2,2
0.010496125,0.839529804,4,4,4
0.004152445,0.877792032,4,4,4
0.004914088,0.842092824,4,4,4
0.002951998,0.852353101,4,4,4
0.000589441,0.8608332,4,4,4
0.001906099,0.815741261,4,4,4
0.002613381,0.754711052,4,4,4
0.000905727,0.441276646,2,2,2
0.002501531,0.47747589,2,2,2
0.004025451,0.558705593,2,4,4
0.014232846,0.607255423,2,2,2
0.013964482,0.706694046,4,4,4
0.035841924,0.891491074,4,4,4
0.042061755,0.883609377,2,2,2
0.081694967,0.851402215,2,2,2
0.059720185,0.883495981,4,4,4
0.087881085,0.918997089,4,4,4
0.117912873,0.833951546,4,4,4
0.123653934,0.808571362,4,4,4
0.030928885,0.787490659,2,2,4
0.010048653,0.699895758,2,2,2
0.003093967,0.808318612,2,2,2
0.000540321,0.717339596,2,2,4
0.000182104,0.717121002,2,2,2
0.023553683,0.825889509,4,2,2
0.027619868,0.812111226,2,4,2
0.017128535,0.821124149,4,4,4
0.012353104,0.744330548,2,2,2
0.003037059,0.738556921,4,4,4
0.000172519,0.624644613,4,4,4
0.001360986,0.554448466,4,4,4
0.003867309,0.516075573,4,4,4
0.001853385,0.525386332,2,2,4
0.009959398,0.737406568,2,2,2
0.004701152,0.827970255,2,2,2
0.004582545,0.826112202,2,2,2
0.012610685,0.65044969,3,4,3
0.006473537,0.762788118,4,4,2
0.071635813,0.853836811,4,4,2
0.085627139,0.80236328,4,4,4
0.144222916,0.8397402,4,4,4
0.177343616,0.777417552,4,4,4
0.078755437,0.780909599,4,4,4
0.121899594,0.777581498,4,4,4
0.045940202,0.772432232,4,4,2
0.029688621,0.754721982,4,4,4
0.009714996,0.757298664,2,2,2
0.005974081,0.744729482,2,2,2
0.001252562,0.661204537,2,2,2
0,0.605113198,2,2,4
0,0.630623172,2,2,2
0.026024064,0.693301036,4,4,4
0.019283829,0.706532832,2,4,2
0.010676991,0.760472383,4,4,4
0.005015264,0.706927668,4,4,4
0.013811792,0.678935281,4,4,4
0.00620031,0.611518016,4,4,4
0.028825107,0.616601703,4,4,4
0.023323657,0.680733221,4,4,4
0.006638401,0.501237108,2,2,2
0.002316731,0.556191756,2,2,2
0.000219842,0.623300257,2,2,2
0,0.610075292,2,2,2
0,0.639082777,2,4,2
6.47E-05,0.635068837,4,4,4
0.008140757,0.654787424,4,4,4
0.012862276,0.675956932,4,4,4
0.01494928,0.685141998,4,4,4
0.011185004,0.751234034,4,4,4
0.015759163,0.772700011,4,4,4
0.015672903,0.743591425,4,4,4
0.000800298,0.738030928,2,2,4
5.65E-05,0.379786023,2,2,2
3.58E-05,0.387589846,2,2,2
0,0.410695281,2,2,2
0,0.427636352,4,4,4
0,0.655012849,2,2,2
0.000240359,0.682468314,4,4,4
0,0.700036478,4,4,4
2.58E-05,0.697265793,4,4,4
0,0.684035363,4,4,4
0,0.667700892,4,4,4
0,0.65333377,4,4,4
0,0.634163036,4,4,4
0.00016593,0.609752865,2,2,4
0.000755371,0.394235117,1,2,1
0.00015335,0.401492454,2,2,2
0,0.455419708,2,2,2
0,0.488383753,2,2,2
0,0.446240107,4,4,4
0,0.450024524,4,4,4
0,0.462937991,4,4,4
0,0.474408736,4,4,4
1.48E-05,0.483477674,4,4,4
0,0.483421659,4,4,4
0,0.461700201,4,4,4
0.00071943,0.441715201,4,4,4
0.004854503,0.515445748,2,2,2
0.001588616,0.539010232,2,2,2
0.000354623,0.532321241,2,2,2
0,0.478481424,2,2,2
0,0.487859127,2,2,2
0,0.514083631,4,4,4
0,0.535594693,4,4,4
7.47E-06,0.554391085,4,4,4
1.32E-05,0.566539472,4,4,4
0,0.564540699,4,4,4
0,0.541455757,4,4,4
0,0.510424906,4,4,4
0,0.479861302,4,4,4
0.002638707,0.4415171,2,2,2
0.000773342,0.515555046,2,2,2
0.00015335,0.482591,2,2,2
0.000138075,0.558465139,2,2,4
0,0.664374157,2,2,2
0,0.493299397,2,4,2
0,0.520343631,4,4,4
0,0.521604647,4,4,4
0,0.500672861,4,4,4
0,0.490422147,4,4,4
0,0.478402184,4,4,4
0,0.457828346,4,4,4
0.000213253,0.429590039,2,2,4
0.000253987,0.733340711,2,2,2
0.00041213,0.72074967,4,2,2
0.001659301,0.730979891,4,4,4
0.004631665,0.771419867,2,2,2
0.00967546,0.697569093,4,4,4
0.022844437,0.709811749,4,4,4
0.022278956,0.77018071,4,4,4
0.058977655,0.811372104,4,4,4
0.051382012,0.792514233,2,4,4
0.020376452,0.854877867,2,4,4
0.031887326,0.783993147,4,2,4
0.070258503,0.846179174,4,2,2
0.110873818,0.841851003,4,2,2
0.157921637,0.853064899,2,2,2
0.117787021,0.849436231,2,2,2
0.000991986,0.777641612,2,2,4
0.006287372,0.784737735,2,2,4
0.002836985,0.801901499,2,2,4
0.005999839,0.819087122,2,4,4
0.006716274,0.827207907,2,4,4
0.002520699,0.830600219,2,2,4
0.003694789,0.811731418,2,4,4
0.007326082,0.773373555,2,2,4
0,0.337619151,2,1,2
0,0.348745609,2,2,2
0,0.370146007,2,2,2
0,0.398913039,4,4,3
0.016566649,0.920177499,2,2,2
0.001380155,0.991909272,2,2,2
0.000733207,0.933540452,4,4,4
0.000543915,0.853504821,4,4,4
0.006453137,0.849203975,4,4,4
0.006182274,0.844435883,4,4,4
0.002738502,0.856499565,4,4,4
0.002391165,0.775645571,4,4,4
0.000680493,0.747963314,2,2,4
0,0.361839417,2,1,2
0,0.396421062,2,2,2
0,0.421865458,2,2,2
0,0.450829224,2,2,2
0,0.405358843,4,4,4
0,0.416839151,4,4,4
0,0.421655061,4,4,4
0,0.415201059,4,4,4
0,0.406000964,4,4,4
0,0.404625185,4,4,4
0,0.410147428,4,4,4
0,0.393586165,2,2,4
0,0.291124108,1,1,2
0,0.328088432,2,2,2
7.47E-06,0.346668962,2,2,2
7.47E-06,0.366648496,2,2,2
0,0.476969024,4,4,4
0,0.487896015,4,4,4
0,0.493757078,4,4,4
0,0.493549414,4,4,4
0,0.494386904,4,4,4
0,0.484587041,4,4,4
0,0.467621378,4,4,4
0,0.450607898,4,4,4
0.006725858,0.468447938,2,2,2
0.007226644,0.422149631,2,2,2
0.006792949,0.515686202,4,2,2
0.002681238,0.663674655,2,4,2
0.00032587,0.601659405,2,2,2
0,0.376763955,4,4,4
0,0.387726467,4,4,4
0,0.400093449,4,4,4
0,0.398332398,4,4,4
0,0.388092613,4,4,4
0,0.36854207,4,4,4
0,0.36026827,4,4,4
0,0.350773073,2,2,4
0,0.335323909,1,2,2
0,0.361424088,2,2,4
5.75E-05,0.397382878,1,2,2
0,0.43205196,1,1,1
3.59E-05,0.485349389,4,4,4
0.001655707,0.507643292,4,4,4
0.006167567,0.547588698,4,4,4
0.006826495,0.634227248,4,4,4
0.010183434,0.70356268,4,4,4
0.018718349,0.6840258,4,4,4
0.000721227,0.679798729,4,4,4
0.001360986,0.539191938,2,2,4
0.011920608,0.643563964,2,2,2
0.007632783,0.755528049,2,2,4
0.005798567,0.804230896,2,2,2
0.001105801,0.715787575,1,2,2
0.000908123,0.610049334,2,2,2
0.000234818,0.548514992,2,2,2
6.35E-05,0.557200023,4,4,4
4.91E-05,0.538549817,4,4,4
9.23E-05,0.522278191,4,4,4
0.000594233,0.522142936,4,4,4
0.001877346,0.556952738,4,4,4
1.44E-05,0.62067849,4,4,4
0.000365406,0.504412192,2,2,4
6.65E-05,0.519839497,2,2,2
4.04E-05,0.562990044,2,2,2
1.50E-05,0.602424486,2,2,2
0.00031988,0.641837068,3,4,3
0.00070685,0.722074899,4,2,2
0.000572542,0.721782529,4,2,2
0.000615798,0.765034176,4,4,4
0.002356566,0.752255963,4,4,4
0.003839754,0.690263939,4,4,4
0.001516733,0.681816629,4,4,4
0.005530204,0.660204468,4,4,4
0.00936157,0.736386005,4,4,4
0.003216767,0.636466475,2,2,4
0,0.601309654,2,2,2
0,0.64373884,2,2,2
0,0.689359505,2,2,2
0.014198102,0.734062072,2,2,2
0.003306621,0.692488138,4,4,4
0.020527406,0.711019483,4,4,4
0.020177575,0.752821576,4,4,4
0.01392529,0.757107394,2,4,2
0.020828454,0.790979972,4,4,4
0.017261519,0.755145509,4,4,4
0.007662872,0.771056453,4,4,4
0.002741141,0.748431926,4,4,4
0.00520673,0.639003537,2,2,4
0,0.609310211,2,2,2
0,0.655695957,2,2,2
0,0.701425919,2,2,2
0,0.742652835,4,4,4
0.015849017,0.853590892,4,4,4
0.010783657,0.919920651,2,4,4
0.019141768,0.873754866,2,4,4
0.01037273,0.805385348,2,4,4
0.011499549,0.952627847,2,2,2
0.025775394,0.866848647,4,4,2
0.019717187,0.889883038,4,4,4
0.026516856,0.894657961,4,4,4
0.020702471,0.894559594,2,2,4
0.000315087,0.399831136,1,1,2
0.000112916,0.448752577,2,2,2
0,0.496908938,2,2,2
0,0.547185665,2,2,2
0,0.768560378,4,4,4
0.000983001,0.786319812,4,4,4
0.009882723,0.811534683,4,4,4
0.013164784,0.831473231,4,4,4
0.007772955,0.819849471,4,4,4
0.002508719,0.81977023,4,4,4
0.000265967,0.79060563,4,4,4
8.99E-05,0.718488583,2,2,4
0.000105129,0.48969532,2,1,2
0,0.54104316,2,2,2
0,0.58329747,2,2,2
0,0.625835953,2,2,2
0,0.589326579,4,4,4
0,0.627144787,4,4,4
0,0.654954102,4,4,4
0,0.666483594,4,4,4
0,0.667397592,4,4,4
0,0.663389116,4,4,4
0,0.648920895,4,4,4
0,0.624808559,2,2,4
0,0.637683773,2,2,2
0,0.681490104,2,2,2
0,0.734062072,2,2,2
0,0.778108857,2,2,2
0,0.692463546,4,4,4
0,0.713699998,4,4,4
0,0.736302666,4,4,4
0,0.750164287,4,4,4
0,0.754731545,4,4,4
3.29E-05,0.752585221,4,4,4
0,0.745394829,4,4,4
0,0.726838892,2,2,4
0,0.677336809,2,2,2
0,0.726476845,2,2,2
0,0.778677203,2,2,2
0,0.822002626,2,2,2
0,0.826304838,4,2,4
7.19E-06,0.862969961,4,4,4
5.39E-05,0.88403427,4,4,4
0.00145683,0.886330878,4,4,4
0.008211442,0.896368463,4,4,4
0.018167245,0.864695491,4,4,4
0.006390404,0.792669981,4,4,4
5.63E-05,0.889880306,2,2,4
0,0.4739128,2,1,2
0,0.535381563,2,2,2
0,0.587450765,2,2,2
0,0.62281935,2,2,2
0,0.75249915,2,2,4
0,0.741054363,4,4,4
0,0.722256605,4,4,4
0,0.712326952,4,4,4
0,0.707314307,4,4,4
0,0.706482282,4,4,4
0,0.69902138,4,4,4
0,0.673900777,2,2,4
0,0.642689586,2,2,2
0,0.684900178,2,2,2
0,0.72905626,2,2,2
0,0.775507583,2,2,2
0,0.643210114,2,2,2
0,0.656984298,4,4,4
0,0.663252494,4,4,4
0,0.66233713,4,4,4
0,0.654337939,4,4,4
0,0.639830098,4,4,4
0,0.615183572,4,4,4
0,0.582990072,2,2,4
0.0021517,0.647804697,2,2,2
0.001210031,0.662253791,2,2,2
0.000481616,0.711743578,2,2,2
7.19E-05,0.735657812,2,2,2
0.000581055,0.808337739,4,2,4
0.002154096,0.848382879,4,4,4
0.000261175,0.837962754,4,4,4
0.002186443,0.885971564,4,4,4
0.01281675,0.824306065,4,4,4
0.035328128,0.931196026,4,4,4
0.042046798,0.782181546,4,4,4
0.006186736,0.826765253,2,2,4
0.038083646,0.826352656,2,2,2
0.04602912,0.910970573,2,2,2
0.048851728,0.929704119,1,1,1
0,0.741585821,4,2,4
1.44E-05,0.773342132,4,4,4
0.001763531,0.8017963,4,4,4
0.006982241,0.822233516,4,4,4
0.033704956,0.808677927,4,4,4
0.050288472,0.825769282,4,4,4
0.00047922,0.858036557,4,4,4
0.001768323,0.743350971,2,4,4
0.037781737,0.84394951,2,2,2
0.02991773,0.846463347,2,2,2
0.022791722,0.905090382,2,2,2
0.015402144,0.912457016,2,2,4
0.067392766,0.96019668,2,2,2
0.060530329,0.912350451,4,2,2
0.020783789,0.924001536,4,4,4
0.009340006,0.925049423,2,4,2
0.001241181,0.852607217,4,4,4
0.002453608,0.693210866,4,4,4
0.003191608,0.672009935,4,4,4
0.00489284,0.615231389,2,2,4
0.009653895,0.742390522,2,2,1
0.002542264,0.753036072,2,2,2
0.001346609,0.686495917,2,2,2
0.032165273,0.877680002,4,2,2
0.001504752,0.921217189,4,4,4
